capture,relative_seconds,state,state_label,focus_depth,calm,signal,signal_quality,mp_score,tension_score,focus_ev,mp_s_bit,v_s,t_progress
capture_01_ring_buffer.btsnoop,0.558948,2,adapting,74,74,130,0,70,28,0,16,65,0
capture_01_ring_buffer.btsnoop,0.996516,2,adapting,74,74,130,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,1.302834,2,adapting,74,74,130,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,1.69663,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,2.002814,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,2.308973,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,2.659055,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,3.009041,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,3.35919,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,3.709522,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,4.015223,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,4.365288,2,adapting,74,74,127,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,4.75904,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,5.415454,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,5.765308,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,6.027995,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,6.378021,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,6.727937,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,7.034237,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,7.384163,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,7.77781,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,8.084013,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,8.390378,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,8.740333,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,9.090485,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,9.396539,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,9.834029,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,10.402895,2,adapting,74,74,125,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,10.796512,2,adapting,74,74,118,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,11.102943,2,adapting,74,74,118,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,11.452716,2,adapting,74,74,118,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,11.802814,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,12.108978,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,12.459049,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,12.852967,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,13.465224,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,13.815137,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,14.121644,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,14.471459,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,14.821586,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,15.127718,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,15.477923,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,15.871455,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,16.134073,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,16.484122,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,16.833869,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,17.183959,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,17.490141,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,17.88391,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,18.190367,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,18.496579,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,18.933962,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,19.502812,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,19.896378,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,20.202803,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,20.508894,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,20.858915,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,21.208931,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,21.515208,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,21.909123,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,22.259157,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,22.565188,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,22.958887,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,23.571438,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,23.965225,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,24.227637,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,24.57776,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,24.927632,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,25.233981,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,25.584039,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,25.934183,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,26.240249,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,26.590165,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,26.983902,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,27.24661,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,27.596643,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,27.990086,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,28.296791,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,28.60285,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,28.952736,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,29.30289,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,29.609133,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,30.00275,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,30.308978,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,30.659115,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,31.008956,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,31.315435,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,31.665279,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,32.058955,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,32.671531,2,adapting,74,74,107,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,33.021675,2,adapting,74,74,109,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,33.327955,2,adapting,74,74,109,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,33.721804,2,adapting,74,74,109,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,34.071551,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,34.377983,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,34.684205,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,35.034175,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,35.340379,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,35.690287,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,36.04034,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,36.347327,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,36.696575,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,37.091049,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,37.396629,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,37.703012,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,38.096664,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,38.402888,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,38.709255,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,39.059143,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,39.409215,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,39.715269,2,adapting,74,74,103,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,40.19656,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,40.721823,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,41.071842,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,41.421768,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,41.771563,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,42.165514,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,42.427968,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,42.778105,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,43.171534,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,43.434054,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,43.784154,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,44.134095,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,44.440342,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,44.790445,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,45.227866,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,45.796712,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,46.190535,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,46.453081,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,46.802663,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,47.152659,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,47.502793,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,47.80889,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,48.202933,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,48.508885,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,48.815554,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,49.165205,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,49.51529,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,49.822419,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,50.215533,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,50.523044,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,50.871567,2,adapting,74,74,78,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,51.309195,2,adapting,74,74,67,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,51.878093,2,adapting,74,74,67,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,52.22788,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,52.53426,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,52.884343,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,53.277935,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,53.540634,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,53.890418,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,54.240514,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,54.546728,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,54.896704,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,55.246714,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,55.55315,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,55.903008,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,56.297093,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,56.60305,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,56.909174,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,57.302906,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,57.609476,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,57.915372,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,58.309183,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,58.615611,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,58.921745,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,59.315655,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,59.621714,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,59.971758,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,60.321711,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,60.628067,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,60.977998,2,adapting,74,74,48,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,61.371908,2,adapting,74,74,42,0,70,28,0,16,60,0
capture_01_ring_buffer.btsnoop,61.634243,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,61.98471,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,62.33439,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,62.68437,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,62.990781,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,63.384236,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,63.646805,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,63.99678,2,adapting,74,74,42,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,64.39071,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,64.652971,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,65.003112,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,65.39699,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,65.659326,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,66.009382,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,66.403505,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,66.709444,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,67.015563,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,67.409284,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,67.715578,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,68.021826,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,68.415737,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,68.721887,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,69.071876,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,69.465563,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,69.728059,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,70.078046,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,70.428099,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,70.734518,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,71.084322,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,71.43456,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,71.740608,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,72.090865,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,72.440752,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,72.747034,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,73.096869,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,73.490602,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,73.753109,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,74.103326,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,74.453127,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,74.803253,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,75.109241,2,adapting,74,74,15,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,75.503342,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,75.809583,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,76.1158,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,76.50947,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,76.815659,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,77.121932,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,77.471817,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,77.822049,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,78.171942,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,78.522479,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,78.82817,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,79.178139,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,79.528171,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,79.834611,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,80.184298,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,80.534436,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,80.840682,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,81.190619,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,81.628185,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,82.196851,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,82.546975,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,82.85317,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,83.203099,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,83.597209,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,83.85952,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,84.209399,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,84.603492,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,84.90943,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,85.215695,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,85.653291,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,86.221856,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,86.615664,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,86.92203,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,87.272113,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,87.621964,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,87.928175,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,88.278203,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,88.628225,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,88.934676,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,89.284673,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,89.678163,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,89.940776,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,90.290791,2,adapting,74,74,0,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,90.684758,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,90.947167,2,adapting,75,75,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,91.297008,2,adapting,76,76,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,91.646949,2,adapting,76,76,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,91.953307,2,adapting,77,77,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,92.303242,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,92.697206,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,92.959775,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,93.309511,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,93.703441,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,94.009482,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,94.31576,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,94.709638,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,95.015679,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,95.321924,2,adapting,74,74,36,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,95.759694,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,96.021901,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,96.372961,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,96.722125,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,97.028363,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,97.378277,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,97.728283,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,98.034617,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,98.384697,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,98.778388,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,99.040738,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,99.390918,2,adapting,79,74,103,0,70,28,0,16,56,0
capture_01_ring_buffer.btsnoop,99.740892,2,adapting,79,74,103,0,70,28,0,16,56,0
